
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
1997-7-29,27,20,13,12,10,8,77,55,30,1024,1022,1020,8,5,3,16,3,,0.00,0,,3<br />
1997-7-30,26,20,14,12,10,8,82,52,32,1024,1023,1020,8,6,3,19,5,,0.00,2,,2<br />
1997-7-31,27,21,16,12,10,8,63,47,34,1024,1023,1021,10,7,3,19,5,,0.00,3,,337<br />
1997-8-1,29,22,16,12,11,10,72,48,32,1024,1022,1020,9,6,3,19,5,,0.00,2,,346<br />
1997-8-2,30,22,15,15,12,9,77,58,27,1023,1021,1019,8,6,4,16,5,,0.00,3,,180<br />
1997-8-3,27,20,14,14,11,10,88,57,34,1023,1019,1016,8,5,3,27,11,,0.00,6,,35<br />
1997-8-4,23,19,16,15,13,10,88,68,44,1026,1022,1019,8,8,7,21,13,,0.00,6,,184<br />
1997-8-5,16,14,13,14,13,11,94,91,88,1031,1029,1026,7,5,2,23,14,,0.00,7,Rain,175<br />
1997-8-6,23,18,13,17,14,12,94,83,61,1030,1029,1026,8,5,2,19,13,,0.00,7,,133<br />
1997-8-7,27,22,18,16,14,13,88,60,42,1027,1024,1023,10,8,6,21,10,,0.00,2,,2<br />
1997-8-8,16,13,11,15,12,9,94,90,82,1029,1026,1023,10,7,1,27,14,,0.00,8,Rain,201<br />
1997-8-9,14,12,10,9,8,8,88,82,67,1030,1028,1018,10,7,3,27,21,,0.00,6,Rain,168<br />
1997-8-10,15,11,8,9,8,6,88,80,63,1029,1027,1026,10,8,5,21,13,,0.00,5,,139<br />
1997-8-11,21,16,10,12,9,7,88,78,49,1027,1024,1021,10,8,5,16,8,,0.00,2,,129<br />
1997-8-12,24,17,11,13,10,9,88,70,41,1023,1022,1020,8,6,3,63,6,,0.00,3,,123<br />
1997-8-13,22,16,11,15,11,4,100,75,33,1026,1024,1023,7,4,0,23,6,,0.00,3,Fog,143<br />
1997-8-14,26,19,12,19,12,9,88,76,34,1025,1024,1022,7,5,3,19,10,,0.00,2,,116<br />
1997-8-15,29,21,13,13,11,8,88,57,29,1025,1023,1021,6,5,3,19,6,,0.00,0,,11<br />
1997-8-16,29,22,15,13,10,6,77,53,29,1024,1022,1020,8,5,3,13,5,,0.00,0,,13<br />
1997-8-17,28,22,16,12,9,7,68,44,28,1024,1022,1019,7,5,4,16,5,,0.00,0,,356<br />
1997-8-18,29,22,16,11,9,8,63,44,30,1024,1021,1019,8,7,4,14,6,,0.00,0,,12<br />
1997-8-19,29,23,18,11,10,9,59,43,30,1025,1021,1020,8,5,4,19,10,,0.00,0,,6<br />
1997-8-20,29,23,18,13,11,10,64,47,33,1021,1020,1019,9,8,8,23,5,,0.00,0,,1<br />
1997-8-21,21,18,16,16,14,14,88,80,68,1024,1022,1019,8,6,2,23,8,,0.00,6,Rain,162<br />
1997-8-22,29,22,16,17,16,14,94,77,45,1023,1020,1018,6,4,2,19,10,,0.00,6,,76<br />
1997-8-23,19,17,16,16,15,15,94,86,78,1022,1020,1018,10,6,3,19,14,,0.00,7,,119<br />
1997-8-24,22,19,16,16,15,14,94,85,69,1019,1017,1015,10,7,3,27,8,,0.00,7,Rain,269<br />
1997-8-25,20,17,13,13,12,11,88,76,60,1025,1022,1019,10,9,8,21,8,,0.00,5,,159<br />
1997-8-26,24,19,14,15,13,11,88,72,47,1027,1025,1023,10,7,4,14,10,,0.00,4,,134<br />
1997-8-27,28,21,15,17,14,12,88,67,37,1027,1025,1023,8,5,2,14,8,,0.00,1,,116<br />
1997-8-28,28,20,13,14,12,6,94,67,25,1026,1024,1023,9,5,2,21,5,,0.00,0,,128<br />
1997-8-29,26,20,14,15,13,11,88,64,47,1024,1022,1021,7,6,3,19,5,,0.00,0,,201<br />
1997-8-30,27,20,13,17,14,12,94,77,45,1024,1022,1020,6,4,2,14,8,,0.00,2,,144<br />
1997-8-31,29,21,14,14,13,12,88,62,37,1022,1020,1018,10,7,3,14,3,,0.00,0,,185<br />
1997-9-1,30,22,15,13,9,4,82,50,23,1021,1019,1018,9,5,4,21,3,,0.00,0,,186<br />
1997-9-2,30,23,17,10,7,2,59,37,18,1020,1017,1016,7,7,6,21,6,,0.00,0,,157<br />
1997-9-3,30,24,18,13,8,4,57,42,27,1018,1016,1014,7,6,5,19,8,,0.00,5,,50<br />
1997-9-4,31,24,19,14,12,10,73,46,27,1017,1015,1013,6,4,3,16,2,,0.00,2,,313<br />
1997-9-5,23,20,18,17,16,13,88,70,57,1018,1017,1016,10,6,3,14,8,,0.00,6,,189<br />
1997-9-6,21,19,17,15,14,13,82,75,64,1019,1017,1016,9,8,7,21,10,,0.00,5,,214<br />
1997-9-7,25,20,16,17,15,14,88,72,50,1025,1016,1012,10,7,4,11,5,,0.00,3,,154<br />
1997-9-8,32,23,15,15,12,7,94,50,22,1014,1012,1010,7,4,2,14,6,,0.00,1,,350<br />
1997-9-9,35,28,20,15,13,10,56,41,28,1013,1011,1009,7,6,4,24,5,,0.00,0,,316<br />
1997-9-10,27,21,15,18,16,13,94,84,48,1018,1015,1012,10,6,3,23,11,,0.00,7,Rain-Thunderstorm,187<br />
1997-9-11,16,14,13,13,12,11,88,85,77,1021,1020,1018,10,9,8,19,13,,0.00,7,,169<br />
1997-9-12,21,16,12,14,12,10,88,78,60,1022,1019,1016,10,8,6,14,11,,0.00,4,,148<br />
1997-9-13,32,23,16,21,17,14,88,66,46,1016,1013,1011,10,6,4,37,16,66,0.00,1,,18<br />
1997-9-14,27,23,19,19,18,18,94,75,61,1019,1016,1013,10,8,6,34,16,55,0.00,7,Rain-Thunderstorm,351<br />
1997-9-15,19,17,14,18,14,13,94,91,88,1023,1020,1017,10,6,2,14,11,,0.00,7,Rain-Thunderstorm,166<br />
1997-9-16,20,17,14,14,12,12,94,80,64,1023,1021,1019,10,7,3,23,16,,0.00,6,,168<br />
1997-9-17,25,19,14,23,13,10,89,72,39,1019,1017,1016,8,5,3,14,8,,0.00,7,,147<br />
1997-9-18,19,16,13,13,12,12,94,81,64,1019,1018,1016,10,7,1,21,10,,0.00,5,,181<br />
1997-9-19,24,19,15,16,14,12,88,79,57,1019,1017,1016,9,6,3,21,8,,0.00,6,,143<br />
1997-9-20,20,18,16,18,16,14,94,88,82,1016,1014,1011,8,5,1,26,8,,0.00,7,Rain-Thunderstorm,96<br />
1997-9-21,22,19,16,17,16,14,94,84,69,1017,1013,1010,10,8,3,19,8,,0.00,6,,290<br />
1997-9-22,18,17,14,15,14,13,94,88,82,1021,1019,1018,10,7,3,19,11,,0.00,8,,187<br />
1997-9-23,20,17,13,16,13,11,94,85,77,1021,1019,1017,7,5,3,14,10,,0.00,7,,152<br />
1997-9-24,31,23,15,19,15,10,94,66,38,1018,1017,1015,10,6,1,19,5,,0.00,3,,225<br />
1997-9-25,25,20,16,18,16,12,94,81,60,1023,1019,1017,8,4,3,23,5,,0.00,6,Rain-Thunderstorm,190<br />
1997-9-26,17,16,15,15,14,13,94,91,88,1026,1024,1020,8,4,1,19,11,,0.00,8,Rain,177<br />
1997-9-27,20,17,14,15,14,13,94,85,73,1027,1025,1022,10,7,3,16,13,,0.00,8,,142<br />
1997-9-28,27,21,15,20,16,9,94,81,65,1023,1021,1018,10,6,2,19,11,,0.00,6,,83<br />
1997-9-29,23,20,18,18,17,16,94,88,73,1020,1017,1016,10,6,2,26,6,,0.00,6,Rain-Thunderstorm,128<br />
1997-9-30,22,19,17,19,17,16,94,87,78,1021,1019,1010,8,6,3,16,8,,0.00,7,,153<br />
1997-10-1,22,20,19,19,18,17,94,89,83,1018,1015,1013,9,5,4,14,8,,0.00,6,Rain-Thunderstorm,1<br />
1997-10-2,25,20,16,17,14,11,88,70,41,1019,1014,1013,10,10,6,27,18,,0.00,6,,299<br />
1997-10-3,18,16,13,13,12,11,88,81,72,1022,1021,1020,10,7,5,23,14,,0.00,6,,164<br />
1997-10-4,27,20,14,16,13,11,88,70,51,1021,1019,1015,10,9,7,19,13,,0.00,4,,98<br />
1997-10-5,33,24,17,19,18,14,83,58,43,1018,1017,1015,10,9,7,26,13,,0.00,5,,8<br />
1997-10-6,26,22,16,19,17,14,94,86,65,1024,1021,1018,10,6,2,21,13,,0.00,8,,182<br />
1997-10-7,18,18,16,15,14,13,83,83,82,1026,1026,1025,10,10,10,23,21,,0.00,6,,0<br />
1997-10-8,19,17,16,17,16,15,94,91,88,1025,1024,1024,5,4,3,21,16,,0.00,7,,163<br />
1997-10-9,30,23,17,20,18,15,88,78,51,1026,1020,1017,10,7,4,14,8,,0.00,2,,123<br />
1997-10-10,31,24,19,19,17,16,88,66,43,1020,1017,1014,10,7,4,13,6,,0.00,3,,281<br />
1997-10-11,28,24,20,20,17,15,83,71,45,1018,1015,1014,10,9,6,19,11,,0.00,6,,118<br />
1997-10-12,31,24,18,21,18,16,88,68,46,1016,1015,1013,9,6,2,116,21,,0.00,3,,173<br />
1997-10-13,21,19,19,17,17,16,83,80,78,1016,1016,1015,6,6,6,11,8,,0.00,6,,70<br />
1997-10-16,21,19,18,17,17,16,88,85,78,1016,1015,1013,10,7,5,14,13,,0.00,7,Rain,195<br />
1997-10-17,18,17,14,16,14,12,94,88,82,1021,1019,1015,10,7,1,24,13,,0.00,8,,167<br />
1997-10-18,16,14,14,13,12,12,88,86,82,1020,1019,1019,10,9,8,16,14,,0.00,7,,142<br />
1997-10-19,23,18,14,16,14,12,88,78,61,1022,1021,1020,10,9,5,21,13,,0.00,6,Rain,116<br />
1997-10-20,18,17,17,17,16,15,100,90,88,1021,1020,1019,6,4,1,14,10,,0.00,8,Rain-Thunderstorm,163<br />
1997-10-21,20,18,17,18,17,15,94,89,88,1019,1017,1014,10,6,3,11,6,,0.00,7,Rain,56<br />
1997-10-22,20,18,16,16,14,14,88,82,73,1018,1017,1015,10,7,3,26,8,,0.00,6,,269<br />
1997-10-23,22,19,16,17,16,15,94,83,69,1020,1018,1017,10,9,6,19,14,,0.00,6,,180<br />
1997-10-24,29,23,17,18,16,15,88,66,42,1015,1014,1011,10,8,7,21,10,,0.00,6,,62<br />
1997-11-18,19,,19,18,18,18,94,94,94,1016,1016,1016,6,6,6,0,0,,0.00,6,,-1<br />
1997-12-3,28,26,23,18,17,16,73,55,48,1012,1011,1010,10,9,6,19,13,,0.00,5,,312<br />
1997-12-4,23,20,18,19,18,16,88,83,73,1013,1011,1010,10,6,3,11,3,,0.00,6,Rain,339<br />
1997-12-5,30,24,19,20,18,17,88,72,45,1016,1014,1012,10,7,5,19,10,,0.00,3,,173<br />
1997-12-6,29,24,21,19,18,15,83,70,45,1020,1017,1016,10,7,5,24,8,,0.00,3,,132<br />
1997-12-7,28,24,21,20,18,17,88,74,58,1020,1017,1014,10,8,5,19,10,,0.00,6,,68<br />
1997-12-8,27,23,20,20,19,18,88,80,65,1019,1017,1016,9,7,6,23,16,,0.00,7,,170<br />
1997-12-9,28,23,19,19,17,16,88,74,51,1019,1017,1016,10,8,7,14,6,,0.00,5,,141<br />
1997-12-12,24,23,22,20,20,20,88,85,78,1018,1016,1016,4,3,2,19,13,,0.00,5,Rain,173<br />
1997-12-13,30,26,21,21,20,19,94,83,58,1018,1016,1013,10,6,3,14,6,,0.00,5,Rain-Thunderstorm,36<br />
1997-12-14,30,25,20,22,19,18,88,75,55,1016,1013,1010,10,9,3,32,10,,0.00,5,Rain-Thunderstorm,357<br />
1997-12-15,27,24,22,21,19,10,88,72,34,1015,1012,1010,10,9,8,24,16,,0.00,6,,331<br />
1997-12-16,26,21,17,19,18,14,88,80,65,1020,1017,1014,10,8,6,26,8,,0.00,6,,187<br />
1997-12-17,23,20,18,17,16,13,88,76,57,1023,1022,1021,10,9,5,23,18,,0.00,6,,146<br />
1997-12-18,25,21,17,20,17,14,94,86,69,1025,1023,1021,10,7,2,14,11,,0.00,6,Rain,142<br />
1997-12-19,31,26,20,21,18,17,88,70,43,1023,1021,1019,10,9,7,19,11,,0.00,4,Rain-Thunderstorm,59<br />
1997-12-20,31,26,21,19,18,17,88,66,49,1022,1020,1017,10,10,10,21,10,,0.00,4,,358<br />
1997-12-21,32,27,22,20,19,18,88,68,43,1020,1019,1016,10,9,6,26,14,,0.00,3,Rain-Thunderstorm,351<br />
1997-12-22,32,26,22,20,19,19,83,76,46,1020,1019,1018,10,9,7,21,5,,0.00,3,,7<br />
1997-12-23,35,30,26,21,19,14,65,48,28,1019,1016,1015,10,10,10,26,13,,0.00,5,,325<br />
1997-12-24,34,29,24,24,21,19,89,71,41,1019,1017,1016,10,9,4,32,8,,0.00,5,Rain-Thunderstorm,171<br />
1997-12-25,30,27,23,24,22,19,89,77,62,1020,1017,1015,10,8,4,23,11,,0.00,5,Rain-Thunderstorm,139<br />
1997-12-26,33,27,23,22,21,20,88,75,49,1018,1015,1013,10,8,6,13,6,,0.00,4,,321<br />
1997-12-27,33,30,27,22,21,20,66,57,49,1014,1012,1010,10,10,10,23,18,,0.00,6,,342<br />
1997-12-28,33,27,21,23,21,20,94,70,49,1016,1013,1011,10,8,3,26,10,,0.00,6,Rain-Thunderstorm,301<br />
1997-12-29,31,26,21,21,19,18,88,72,48,1017,1016,1014,10,10,8,16,10,,0.00,5,Rain,337<br />
1997-12-30,33,28,24,21,21,18,83,64,43,1021,1016,1015,10,10,10,23,8,,0.00,3,Rain-Thunderstorm,339<br />
1997-12-31,30,27,23,21,19,14,83,72,53,1019,1018,1017,10,10,8,21,8,,0.00,5,Rain,181<br />
1998-1-1,31,26,22,22,21,19,83,72,58,1019,1017,1016,10,9,6,27,10,,0.00,4,,134<br />
1998-1-2,33,28,23,23,20,18,83,64,43,1018,1016,1014,10,9,7,14,5,,0.00,5,,252<br />
1998-1-3,30,27,23,22,21,20,88,75,55,1018,1016,1015,10,10,6,23,10,,0.00,5,Rain,191<br />
1998-1-4,28,24,22,22,21,20,88,78,62,1017,1016,1014,10,9,7,23,10,,0.00,6,,152<br />
1998-1-5,30,26,22,23,21,19,83,76,58,1017,1015,1013,10,8,4,21,11,,0.00,5,,129<br />
1998-1-6,34,28,23,22,21,19,88,71,49,1015,1013,1010,10,9,4,34,10,,0.00,3,,7<br />
1998-1-7,29,26,22,22,21,20,88,77,66,1013,1012,1011,10,9,3,24,6,,0.00,6,Rain,332<br />
1998-1-8,23,20,18,20,18,16,94,89,83,1016,1014,1013,10,5,2,19,8,,0.00,8,Rain,179<br />
1998-1-9,19,18,17,16,16,15,94,87,83,1019,1018,1017,9,7,3,23,18,,0.00,8,,157<br />
1998-1-10,22,20,18,19,17,15,88,87,78,1019,1018,1017,10,6,2,16,11,,0.00,7,,154<br />
1998-1-11,27,22,18,21,18,16,88,82,61,1019,1018,1016,10,8,4,21,10,,0.00,6,,137<br />
1998-1-11,27,22,18,21,18,16,88,82,61,1019,1018,1016,10,8,4,21,10,,0.00,6,,137<br />
1998-1-12,33,27,19,21,19,17,94,72,41,1019,1017,1015,10,7,3,19,8,,0.00,5,Rain-Thunderstorm,26<br />
1998-1-13,28,24,20,21,19,18,88,76,58,1020,1017,1015,10,9,8,23,10,,0.00,6,,352<br />
1998-1-14,30,27,23,21,19,18,83,68,48,1018,1016,1014,10,9,8,19,11,,0.00,6,,345<br />
1998-1-15,31,26,22,21,19,18,83,68,51,1017,1015,1012,10,10,8,21,10,,0.00,6,,324<br />
1998-1-16,27,23,20,21,19,19,94,84,65,1016,1014,1011,10,8,3,24,11,,0.00,7,Rain-Thunderstorm,320<br />
1998-1-21,25,25,25,21,20,19,78,73,69,1018,1017,1016,8,7,6,23,18,,0.00,3,,127<br />
1998-1-22,32,27,22,21,19,18,88,64,46,1017,1016,1014,10,9,6,21,10,,0.00,6,Rain,17<br />
1998-1-23,32,27,22,22,19,19,83,73,46,1017,1015,1013,10,8,4,19,6,,0.00,4,Rain,31<br />
1998-1-24,33,28,23,21,20,18,83,65,46,1016,1014,1012,10,9,4,21,6,,0.00,5,,10<br />
1998-1-25,31,26,21,25,21,19,100,75,49,1016,1015,1013,10,8,4,24,10,,0.00,6,,173<br />
1998-1-26,33,28,23,23,21,20,88,73,46,1018,1016,1014,10,8,5,14,10,,0.00,5,Rain-Thunderstorm,49<br />
1998-1-27,33,28,23,24,21,20,94,70,49,1020,1017,1015,10,8,5,24,5,,0.00,4,Rain,360<br />
1998-1-28,33,28,23,24,21,20,83,71,52,1020,1019,1017,10,10,8,23,10,,0.00,5,Thunderstorm,352<br />
1998-1-29,29,27,24,24,21,12,89,80,47,1020,1019,1018,8,5,3,21,10,,0.00,6,,172<br />
1998-1-30,33,28,23,23,21,19,89,74,46,1020,1018,1015,10,8,3,24,10,,0.00,4,,95<br />
1998-1-31,33,28,24,21,21,12,78,66,31,1019,1018,1016,10,8,6,24,6,,0.00,5,,359<br />
1998-2-1,30,27,25,22,21,21,83,73,62,1018,1017,1016,10,10,10,21,8,,0.00,5,,339<br />
1998-2-2,32,26,20,24,22,18,89,71,52,1020,1018,1015,10,9,6,19,8,,0.00,4,,192<br />
1998-2-3,30,24,19,23,21,12,89,81,64,1020,1018,1017,10,6,3,23,5,,0.00,3,Rain-Thunderstorm,117<br />
1998-2-4,34,28,22,23,21,19,89,71,44,1027,1017,1013,10,9,5,21,10,,0.00,4,,8<br />
1998-2-5,33,27,22,24,21,19,88,70,49,1018,1016,1014,10,8,1,24,10,,0.00,6,Rain-Thunderstorm,320<br />
1998-2-6,31,26,20,23,21,18,88,81,55,1019,1017,1016,10,8,4,23,5,,0.00,6,Rain,147<br />
1998-2-7,32,27,22,22,22,20,88,67,55,1019,1016,1015,10,9,4,14,6,,0.00,6,,317<br />
1998-2-8,29,26,22,23,22,20,89,79,66,1019,1017,1015,10,8,6,16,5,,0.00,6,Rain-Thunderstorm,198<br />
1998-2-9,30,26,22,22,21,20,89,78,58,1019,1016,1012,10,8,5,16,5,,0.00,5,,45<br />
1998-2-10,31,27,24,23,22,21,83,73,58,1017,1015,1013,10,10,8,27,11,,0.00,6,,1<br />
1998-2-11,29,24,19,22,19,17,94,86,55,1022,1019,1016,9,5,2,27,8,,0.00,7,Rain,200<br />
1998-2-12,19,18,17,17,16,15,94,91,88,1024,1023,1021,8,5,2,27,18,,0.00,8,Rain,163<br />
1998-2-13,19,18,17,17,17,16,94,91,88,1024,1023,1021,8,5,3,19,14,,0.00,8,Rain,164<br />
1998-2-14,26,22,18,21,18,16,94,87,74,1024,1022,1019,10,6,2,16,11,,0.00,7,Rain,134<br />
1998-2-15,27,23,20,21,19,18,94,84,65,1022,1021,1019,10,7,4,23,10,,0.00,6,Rain-Thunderstorm,113<br />
1998-2-16,22,20,19,19,18,18,94,90,78,1021,1017,1013,10,6,2,21,8,,0.00,7,Rain,54<br />
1998-2-17,26,22,18,20,18,17,94,84,65,1016,1014,1012,10,9,4,16,6,,0.00,6,Rain,246<br />
1998-2-18,30,24,18,20,18,16,94,75,51,1016,1014,1013,10,9,5,21,5,,0.00,3,,21<br />
1998-2-19,32,26,20,25,20,18,89,72,46,1017,1015,1013,10,9,7,16,10,,0.00,3,,54<br />
1998-2-20,30,25,20,20,19,18,88,71,51,1017,1015,1014,10,7,2,82,11,,0.00,5,,11<br />
1998-2-21,32,26,21,21,20,19,88,75,49,1017,1016,1013,10,8,1,26,3,,0.00,6,Rain-Thunderstorm,317<br />
1998-2-22,27,24,22,22,21,20,88,82,65,1020,1017,1015,10,7,3,19,5,,0.00,6,Rain,176<br />
1998-2-23,29,26,22,22,21,20,88,82,65,1020,1019,1017,10,8,5,23,10,,0.00,5,Thunderstorm,141<br />
1998-2-24,29,26,22,21,21,20,88,80,62,1019,1017,1016,10,7,4,11,8,,0.00,6,Rain,68<br />
1998-2-25,29,24,21,22,21,19,94,80,66,1017,1015,1013,10,10,10,21,11,,0.00,6,,5<br />
1998-2-26,28,24,22,22,21,20,94,81,66,1018,1015,1013,10,9,5,24,14,,0.00,6,Rain,343<br />
1998-2-27,29,26,22,22,21,20,88,75,62,1018,1016,1014,10,10,10,19,10,,0.00,5,,350<br />
1998-2-28,26,23,22,22,21,20,88,84,78,1016,1015,1013,10,9,4,13,6,,0.00,6,Rain,348<br />
1998-3-1,28,24,21,22,21,19,88,79,62,1017,1015,1014,10,9,4,26,8,,0.00,5,Rain,331<br />
1998-3-2,31,26,21,21,20,18,88,74,52,1020,1016,1014,10,9,5,23,11,,0.00,6,Rain-Thunderstorm,340<br />
1998-3-3,31,26,20,24,20,18,94,81,55,1021,1020,1017,10,7,4,21,3,,0.00,5,Rain-Thunderstorm,243<br />
1998-3-4,30,25,20,22,20,19,94,81,58,1022,1020,1014,10,6,2,23,3,,0.00,6,Rain-Thunderstorm,359<br />
1998-3-5,30,25,20,23,19,18,94,82,58,1021,1019,1018,10,6,1,24,5,,0.00,4,Rain-Thunderstorm,97<br />
1998-3-6,32,26,21,22,20,15,94,77,36,1019,1018,1016,10,5,3,37,5,,0.00,5,Rain-Thunderstorm,25<br />
1998-3-7,33,27,22,22,19,16,94,68,36,1020,1017,1015,10,7,3,19,3,,0.00,3,Rain-Thunderstorm,50<br />
1998-3-8,34,28,22,24,20,19,89,72,41,1028,1019,1017,10,7,0,27,2,,0.00,4,Fog-Rain-Thunderstorm,227<br />
1998-3-9,33,27,22,22,21,18,88,76,41,1020,1018,1016,8,5,2,23,5,,0.00,3,,98<br />
1998-3-10,33,28,23,22,19,17,89,64,38,1018,1016,1013,10,6,3,23,6,,0.00,3,,352<br />
1998-3-11,28,24,21,22,20,19,94,78,62,1021,1018,1016,10,8,3,24,10,,0.00,6,,171<br />
1998-3-12,26,23,20,21,20,18,94,82,65,1021,1020,1018,10,8,6,26,14,,0.00,7,,132<br />
1998-3-13,28,24,20,22,20,18,94,82,54,1020,1018,1015,8,6,3,19,8,,0.00,5,Rain-Thunderstorm,85<br />
1998-3-14,30,26,21,21,20,19,88,75,51,1017,1015,1012,10,9,8,24,11,,0.00,6,,343<br />
1998-3-15,23,21,19,19,18,17,94,86,73,1020,1017,1015,10,8,2,14,10,,0.00,7,,134<br />
1998-3-16,21,19,18,17,16,15,94,80,73,1023,1021,1019,10,9,4,21,14,,0.00,6,,113<br />
1998-3-17,23,20,17,17,16,15,88,77,61,1023,1022,1020,10,10,7,21,11,,0.00,5,,98<br />
1998-3-18,25,22,19,21,17,16,88,77,61,1021,1018,1010,10,9,5,19,11,,0.00,6,Rain,41<br />
1998-3-19,29,24,19,20,19,17,94,72,55,1019,1017,1016,10,10,8,26,6,,0.00,5,,315<br />
1998-3-20,30,27,23,20,20,19,83,73,51,1019,1017,1016,10,9,6,14,6,,0.00,5,Rain,257<br />
1998-3-21,26,22,19,22,20,16,94,84,69,1019,1017,1015,7,5,2,16,8,,0.00,6,Rain,161<br />
1998-3-22,27,23,20,21,19,17,94,80,65,1018,1016,1013,10,7,2,16,11,,0.00,6,Rain-Thunderstorm,29<br />
1998-3-23,29,24,19,21,19,17,94,79,58,1016,1014,1013,10,8,6,19,8,,0.00,5,Rain,319<br />
1998-3-24,32,26,21,21,19,16,94,75,51,1018,1015,1012,10,7,3,19,5,,0.00,2,Rain-Thunderstorm,335<br />
1998-3-25,25,23,20,21,19,18,88,82,74,1019,1015,1011,10,10,6,23,8,,0.00,5,,215<br />
1998-3-26,22,19,17,18,16,14,88,78,60,1021,1019,1017,10,8,6,19,13,,0.00,5,,148<br />
1998-3-27,24,20,17,19,16,14,94,81,69,1022,1020,1019,8,6,3,14,11,,0.00,7,,134<br />
1998-3-28,20,19,19,18,18,17,88,86,83,1022,1021,1020,6,5,4,14,11,,0.00,8,,69<br />
1998-3-29,28,24,20,20,19,18,88,81,58,1020,1019,1018,8,6,4,16,10,,0.00,7,,144<br />
1998-3-30,27,23,20,21,19,18,94,79,65,1020,1017,1015,10,8,4,19,6,,0.00,7,,317<br />
1998-3-31,27,23,20,21,19,18,94,84,61,1019,1017,1015,9,6,4,13,2,,0.00,7,,173<br />
1998-4-1,25,22,20,21,19,18,94,87,78,1018,1017,1016,8,5,4,19,2,,0.00,6,Rain,200<br />
1998-4-2,17,17,17,15,14,14,88,84,82,1026,1026,1025,8,5,2,23,21,,0.00,7,,163<br />
1998-4-3,20,18,15,14,13,11,94,76,60,1028,1026,1025,10,9,1,24,16,,0.00,6,,152<br />
1998-4-4,20,17,14,15,12,11,94,78,64,1026,1024,1022,10,9,4,23,16,,0.00,6,,143<br />
1998-4-5,21,18,15,17,13,11,88,77,56,1025,1023,1021,10,9,7,19,11,,0.00,6,Rain,114<br />
1998-4-6,28,22,16,19,16,14,88,78,48,1023,1020,1018,10,8,5,14,10,,0.00,3,,117<br />
1998-4-7,24,21,18,17,17,16,88,76,61,1021,1019,1016,10,10,10,24,13,,0.00,6,,11<br />
1998-4-8,29,23,18,21,18,15,88,74,62,1020,1018,1016,10,9,8,16,11,,0.00,5,,325<br />
1998-4-9,26,22,19,21,19,18,94,81,73,1019,1017,1016,10,8,2,24,3,,0.00,6,Rain-Thunderstorm,342<br />
1998-4-10,25,22,20,19,18,17,88,79,69,1020,1018,1013,10,8,3,16,10,,0.00,6,,155<br />
1998-4-11,30,24,19,21,19,17,88,80,55,1020,1018,1016,10,6,3,14,8,,0.00,5,,127<br />
1998-4-12,30,26,21,21,19,19,94,81,55,1022,1019,1018,10,4,3,16,8,,0.00,6,,102<br />
1998-4-13,29,24,21,22,19,18,88,80,62,1021,1020,1018,7,5,3,23,10,,0.00,5,,122<br />
1998-4-14,31,26,21,22,19,18,88,77,49,1020,1017,1015,10,5,2,19,6,,0.00,3,,72<br />
1998-4-15,32,26,20,21,18,13,94,67,31,1017,1015,1014,10,5,0,13,3,,0.00,3,Fog,245<br />
1998-4-16,31,26,22,21,19,17,88,67,43,1016,1014,1013,10,6,2,11,3,,0.00,5,Thunderstorm,312<br />
1998-4-17,28,24,20,21,19,18,94,78,54,1016,1015,1014,10,8,5,27,8,47,0.00,5,,299<br />
1998-4-18,25,23,21,19,17,14,83,69,57,1016,1014,1010,10,9,4,19,13,,0.00,6,Rain,288<br />
1998-4-19,25,22,19,15,10,7,78,50,32,1019,1017,1015,,,,13,8,,0.00,,,279<br />
1998-4-20,26,20,15,16,14,12,88,70,47,1021,1020,1017,10,7,4,21,3,,0.00,2,,122<br />
1998-4-21,29,23,17,20,17,14,94,75,48,1022,1020,1019,9,6,3,13,8,,0.00,5,,108<br />
1998-4-22,32,26,19,24,19,15,100,73,36,1023,1021,1019,10,5,3,19,3,,0.00,3,,32<br />
1998-4-23,30,28,25,21,19,18,78,59,48,1018,1017,1016,10,9,7,13,6,,0.00,5,,121<br />
1998-4-24,29,26,22,21,19,18,88,71,55,1018,1016,1013,10,8,3,26,6,,0.00,6,,278<br />
1998-4-25,23,21,19,19,18,17,88,81,73,1020,1018,1016,10,9,6,23,6,,0.00,5,,130<br />
1998-4-26,22,20,18,17,16,15,94,82,73,1021,1019,1017,10,8,4,24,11,,0.00,7,,124<br />
1998-4-27,27,22,17,19,17,15,94,79,58,1019,1016,1014,8,6,4,19,8,,0.00,6,Rain,83<br />
1998-4-28,23,21,19,19,18,16,94,83,78,1018,1015,1013,10,9,4,23,10,,0.00,7,Rain,339<br />
1998-4-29,23,21,19,19,18,17,88,80,69,1017,1015,1014,10,9,3,27,8,,0.00,5,Rain-Thunderstorm,301<br />
1998-4-30,28,22,16,21,13,10,88,68,46,1017,1015,1013,10,9,7,21,8,,0.00,3,,280<br />
1998-5-1,21,17,14,13,10,8,82,62,46,1016,1015,1014,10,10,8,14,5,,0.00,2,,299<br />
